EVENT_ID,ID_ALUMNO,case:concept:name,concept:name,time:timestamp
327,121,65,ICS2613,7
328,121,65,ICS2122,8
329,121,66,ICS1113,4
330,121,66,ICS2523,5
331,121,66,ICS2562,6
332,121,66,ICS2813,7
333,121,66,ICS2122,8
334,122,67,ICS1113,3
335,122,67,ICS2523,4
336,122,67,ICS2123,6
337,122,67,ICS2122,7
338,122,67,ICS2613,8
339,122,68,ICS1113,3
340,122,68,ICS2523,4
341,122,68,ICS2123,6
342,122,68,ICS2122,7
343,122,68,ICS2121,8
344,122,69,ICS1113,3
345,122,69,ICS2523,4
346,122,69,ICS2562,6
347,122,69,ICS2122,7
348,122,69,ICS2613,8
349,122,70,ICS1113,3
350,122,70,ICS2523,4
351,122,70,ICS2562,6
352,122,70,ICS2122,7
353,122,70,ICS2121,8
354,122,71,ICS1113,3
355,122,71,ICS2523,4
356,122,71,ICS2813,6
357,122,71,ICS2122,7
358,122,71,ICS2613,8
359,122,72,ICS1113,3
360,122,72,ICS2523,4
361,122,72,ICS2813,6
362,122,72,ICS2122,7
363,122,72,ICS2121,8
364,135,73,ICS1113,5
365,135,73,ICS2523,7
366,135,73,ICS2813,8
367,135,74,ICS1113,5
368,135,74,ICS2523,7
369,135,74,ICS2121,8
370,135,75,ICS1113,5
371,135,75,ICS2523,7
372,135,75,ICS2122,8
373,135,76,ICS1113,5
374,135,76,ICS2613,7
375,135,76,ICS2813,8
376,135,77,ICS1113,5
377,135,77,ICS2613,7
378,135,77,ICS2121,8
379,135,78,ICS1113,5
380,135,78,ICS2613,7
381,135,78,ICS2122,8
382,135,79,ICS1113,5
383,135,79,ICS2123,7
384,135,79,ICS2813,8
385,135,80,ICS1113,5
386,135,80,ICS2123,7
387,135,80,ICS2121,8
388,135,81,ICS1113,5
389,135,81,ICS2123,7
390,135,81,ICS2122,8
391,135,82,ICS1113,5
392,135,82,ICS2562,7
393,135,82,ICS2813,8
394,135,83,ICS1113,5
395,135,83,ICS2562,7
396,135,83,ICS2121,8
397,135,84,ICS1113,5
398,135,84,ICS2562,7
399,135,84,ICS2122,8
400,136,85,ICS1113,3
401,136,85,ICS2523,4
402,136,85,ICS2121,5
403,136,85,ICS2613,6
404,136,85,ICS2122,7
405,136,86,ICS1113,3
406,136,86,ICS2523,4
407,136,86,ICS2121,5
408,136,86,ICS2813,6
409,136,86,ICS2122,7
410,136,87,ICS1113,3
411,136,87,ICS2123,4
412,136,87,ICS2121,5
413,136,87,ICS2613,6
414,136,87,ICS2122,7
415,136,88,ICS1113,3
416,136,88,ICS2123,4
417,136,88,ICS2121,5
418,136,88,ICS2813,6
419,136,88,ICS2122,7
420,136,89,ICS1113,3
421,136,89,ICS2562,4
422,136,89,ICS2121,5
423,136,89,ICS2613,6
424,136,89,ICS2122,7
425,136,90,ICS1113,3
426,136,90,ICS2562,4
427,136,90,ICS2121,5
428,136,90,ICS2813,6
429,136,90,ICS2122,7
430,137,91,ICS1113,6
431,137,91,ICS2123,7
432,137,91,ICS2523,8
433,137,91,ICS2613,9
434,137,91,ICS2121,10
435,137,91,ICS2122,11
436,137,92,ICS1113,6
437,137,92,ICS2123,7
438,137,92,ICS2523,8
439,137,92,ICS2813,9
440,137,92,ICS2121,10
441,137,92,ICS2122,11
442,137,93,ICS1113,6
443,137,93,ICS2123,7
444,137,93,ICS2562,8
445,137,93,ICS2613,9
446,137,93,ICS2121,10
447,137,93,ICS2122,11
448,137,94,ICS1113,6
449,137,94,ICS2123,7
450,137,94,ICS2562,8
451,137,94,ICS2813,9
452,137,94,ICS2121,10
453,137,94,ICS2122,11
454,146,95,ICS1113,4
455,146,95,ICS2523,5
456,146,95,ICS2123,6
457,146,95,ICS2562,7
458,146,95,ICS2613,8
459,146,95,ICS2813,9
460,146,95,ICS2121,10
461,146,96,ICS1113,4
462,146,96,ICS2523,5
463,146,96,ICS2123,6
464,146,96,ICS2562,7
465,146,96,ICS2613,8
466,146,96,ICS2813,9
467,146,96,ICS2122,10
468,152,97,ICS1113,7
469,152,97,ICS2523,9
470,152,97,ICS2813,10
471,152,97,ICS2123,11
472,152,97,ICS2122,12
473,152,98,ICS1113,7
474,152,98,ICS2523,9
475,152,98,ICS2121,10
476,152,98,ICS2123,11
477,152,98,ICS2122,12
478,152,99,ICS1113,7
479,152,99,ICS2523,9
480,152,99,ICS2562,10
481,152,99,ICS2123,11
482,152,99,ICS2122,12
483,152,100,ICS1113,7
484,152,100,ICS2523,9
485,152,100,ICS2613,10
486,152,100,ICS2123,11
487,152,100,ICS2122,12
488,185,101,ICS1113,7
489,185,101,ICS2123,9
490,185,101,ICS2813,10
491,185,101,ICS2613,11
492,185,101,ICS2121,12
493,185,102,ICS1113,7
494,185,102,ICS2123,9
495,185,102,ICS2813,10
496,185,102,ICS2613,11
497,185,102,ICS2122,12
498,185,103,ICS1113,7
499,185,103,ICS2123,9
500,185,103,ICS2523,10
501,185,103,ICS2613,11
502,185,103,ICS2121,12
503,185,104,ICS1113,7
504,185,104,ICS2123,9
505,185,104,ICS2523,10
506,185,104,ICS2613,11
507,185,104,ICS2122,12
508,185,105,ICS1113,7
509,185,105,ICS2123,9
510,185,105,ICS2562,10
511,185,105,ICS2613,11
512,185,105,ICS2121,12
513,185,106,ICS1113,7
514,185,106,ICS2123,9
515,185,106,ICS2562,10
516,185,106,ICS2613,11
517,185,106,ICS2122,12
518,188,107,ICS1113,6
519,188,107,ICS2123,7
520,188,107,ICS2613,8
521,188,107,ICS2562,9
522,188,107,ICS2121,10
523,188,108,ICS1113,6
524,188,108,ICS2123,7
525,188,108,ICS2613,8
526,188,108,ICS2562,9
527,188,108,ICS2122,10
528,188,109,ICS1113,6
529,188,109,ICS2123,7
530,188,109,ICS2813,8
531,188,109,ICS2562,9
532,188,109,ICS2121,10
533,188,110,ICS1113,6
534,188,110,ICS2123,7
535,188,110,ICS2813,8
536,188,110,ICS2562,9
537,188,110,ICS2122,10
538,188,111,ICS1113,6
539,188,111,ICS2523,7
540,188,111,ICS2613,8
541,188,111,ICS2562,9
542,188,111,ICS2121,10
543,188,112,ICS1113,6
544,188,112,ICS2523,7
545,188,112,ICS2613,8
546,188,112,ICS2562,9
547,188,112,ICS2122,10
548,188,113,ICS1113,6
549,188,113,ICS2523,7
550,188,113,ICS2813,8
551,188,113,ICS2562,9
552,188,113,ICS2121,10
553,188,114,ICS1113,6
554,188,114,ICS2523,7
555,188,114,ICS2813,8
556,188,114,ICS2562,9
557,188,114,ICS2122,10
558,195,115,ICS1113,4
559,195,115,ICS2123,5
560,195,115,ICS2121,6
561,195,115,ICS2813,8
562,195,115,ICS2122,9
563,195,116,ICS1113,4
564,195,116,ICS2562,5
565,195,116,ICS2121,6
566,195,116,ICS2813,8
567,195,116,ICS2122,9
568,195,117,ICS1113,4
569,195,117,ICS2613,5
570,195,117,ICS2121,6
571,195,117,ICS2813,8
572,195,117,ICS2122,9
573,195,118,ICS1113,4
574,195,118,ICS2523,5
575,195,118,ICS2121,6
576,195,118,ICS2813,8
577,195,118,ICS2122,9
578,197,119,ICS2613,4
579,197,119,ICS1113,6
580,197,119,ICS2523,7
581,197,119,ICS2123,8
582,197,119,ICS2121,9
583,197,119,ICS2122,10
584,197,120,ICS2613,4
585,197,120,ICS1113,6
586,197,120,ICS2523,7
587,197,120,ICS2813,8
588,197,120,ICS2121,9
589,197,120,ICS2122,10
590,197,121,ICS2613,4
591,197,121,ICS1113,6
592,197,121,ICS2562,7
593,197,121,ICS2123,8
594,197,121,ICS2121,9
595,197,121,ICS2122,10
596,197,122,ICS2613,4
597,197,122,ICS1113,6
598,197,122,ICS2562,7
599,197,122,ICS2813,8
600,197,122,ICS2121,9
601,197,122,ICS2122,10
602,198,123,ICS1113,6
603,198,123,ICS2123,8
604,198,123,ICS2613,9
605,198,123,ICS2122,10
606,198,123,ICS2121,12
607,198,124,ICS1113,6
608,198,124,ICS2123,8
609,198,124,ICS2562,9
610,198,124,ICS2122,10
611,198,124,ICS2121,12
612,198,125,ICS1113,6
613,198,125,ICS2123,8
614,198,125,ICS2813,9
615,198,125,ICS2122,10
616,198,125,ICS2121,12
617,198,126,ICS1113,6
618,198,126,ICS2523,8
619,198,126,ICS2613,9
620,198,126,ICS2122,10
621,198,126,ICS2121,12
622,198,127,ICS1113,6
623,198,127,ICS2523,8
624,198,127,ICS2562,9
625,198,127,ICS2122,10
626,198,127,ICS2121,12
627,198,128,ICS1113,6
628,198,128,ICS2523,8
629,198,128,ICS2813,9
630,198,128,ICS2122,10
631,198,128,ICS2121,12
632,204,129,ICS1113,6
633,204,129,ICS2123,8
634,204,129,ICS2613,9
635,204,129,ICS2121,10
636,204,129,ICS2122,11
637,204,130,ICS1113,6
638,204,130,ICS2123,8
639,204,130,ICS2813,9
640,204,130,ICS2121,10
641,204,130,ICS2122,11
642,204,131,ICS1113,6
643,204,131,ICS2523,8
644,204,131,ICS2613,9
645,204,131,ICS2121,10
646,204,131,ICS2122,11
647,204,132,ICS1113,6
648,204,132,ICS2523,8
649,204,132,ICS2813,9
650,204,132,ICS2121,10
651,204,132,ICS2122,11
652,204,133,ICS1113,6
653,204,133,ICS2562,8
654,204,133,ICS2613,9
655,204,133,ICS2121,10
656,204,133,ICS2122,11
657,204,134,ICS1113,6
658,204,134,ICS2562,8
659,204,134,ICS2813,9
660,204,134,ICS2121,10
661,204,134,ICS2122,11
662,213,135,ICS1113,1
663,213,135,ICS2523,3
664,213,135,ICS2813,4
665,213,135,ICS2562,6
666,213,135,ICS2613,7
667,213,136,ICS1113,1
668,213,136,ICS2523,3
669,213,136,ICS2813,4
670,213,136,ICS2562,6
671,213,136,ICS2122,7
672,213,137,ICS1113,1
673,213,137,ICS2523,3
674,213,137,ICS2813,4
675,213,137,ICS2121,6
676,213,137,ICS2613,7
677,213,138,ICS1113,1
678,213,138,ICS2523,3
679,213,138,ICS2813,4
680,213,138,ICS2121,6
681,213,138,ICS2122,7
682,213,139,ICS1113,1
683,213,139,ICS2123,3
684,213,139,ICS2813,4
685,213,139,ICS2562,6
686,213,139,ICS2613,7
687,213,140,ICS1113,1
688,213,140,ICS2123,3
689,213,140,ICS2813,4
690,213,140,ICS2562,6
691,213,140,ICS2122,7
692,213,141,ICS1113,1
693,213,141,ICS2123,3
694,213,141,ICS2813,4
695,213,141,ICS2121,6
696,213,141,ICS2613,7
697,213,142,ICS1113,1
698,213,142,ICS2123,3
699,213,142,ICS2813,4
700,213,142,ICS2121,6
701,213,142,ICS2122,7
702,220,143,ICS1113,4
703,220,143,ICS2123,6
704,220,143,ICS2562,8
705,220,143,ICS2813,9
706,220,143,ICS2613,10
707,220,144,ICS1113,4
708,220,144,ICS2123,6
709,220,144,ICS2562,8
710,220,144,ICS2121,9
711,220,144,ICS2613,10
712,220,145,ICS1113,4
713,220,145,ICS2123,6
714,220,145,ICS2562,8
715,220,145,ICS2122,9
716,220,145,ICS2613,10
717,220,146,ICS1113,4
718,220,146,ICS2523,6
719,220,146,ICS2562,8
720,220,146,ICS2813,9
721,220,146,ICS2613,10
722,220,147,ICS1113,4
723,220,147,ICS2523,6
724,220,147,ICS2562,8
725,220,147,ICS2121,9
726,220,147,ICS2613,10
727,220,148,ICS1113,4
728,220,148,ICS2523,6
729,220,148,ICS2562,8
730,220,148,ICS2122,9
731,220,148,ICS2613,10
732,226,149,ICS1113,4
733,226,149,ICS2523,5
734,226,149,ICS2562,7
735,226,149,ICS2123,8
736,226,149,ICS2613,9
737,226,149,ICS2121,10
738,226,150,ICS1113,4
739,226,150,ICS2523,5
740,226,150,ICS2562,7
741,226,150,ICS2123,8
742,226,150,ICS2613,9
743,226,150,ICS2122,10
744,226,151,ICS1113,4
745,226,151,ICS2523,5
746,226,151,ICS2562,7
747,226,151,ICS2813,8
748,226,151,ICS2613,9
749,226,151,ICS2121,10
750,226,152,ICS1113,4
751,226,152,ICS2523,5
752,226,152,ICS2562,7
753,226,152,ICS2813,8
754,226,152,ICS2613,9
755,226,152,ICS2122,10
756,230,153,ICS1113,6
757,230,153,ICS2523,7
758,230,153,ICS2813,8
759,230,153,ICS2121,9
760,230,153,ICS2122,10
761,230,154,ICS1113,6
762,230,154,ICS2523,7
763,230,154,ICS2613,8
764,230,154,ICS2121,9
765,230,154,ICS2122,10
766,230,155,ICS1113,6
767,230,155,ICS2523,7
768,230,155,ICS2562,8
769,230,155,ICS2121,9
770,230,155,ICS2122,10
771,230,156,ICS1113,6
772,230,156,ICS2523,7
773,230,156,ICS2123,8
774,230,156,ICS2121,9
775,230,156,ICS2122,10
776,245,157,ICS1113,5
777,245,157,ICS2523,6
778,245,157,ICS2123,7
779,245,157,ICS2613,8
780,245,157,ICS2813,9
781,245,157,ICS2122,10
782,245,158,ICS1113,5
783,245,158,ICS2523,6
784,245,158,ICS2123,7
785,245,158,ICS2121,8
786,245,158,ICS2813,9
787,245,158,ICS2122,10
788,245,159,ICS1113,5
789,245,159,ICS2523,6
790,245,159,ICS2123,7
791,245,159,ICS2562,8
792,245,159,ICS2813,9
793,245,159,ICS2122,10
794,250,160,ICS1113,5
795,250,160,ICS2523,6
796,250,160,ICS2613,7
797,250,160,ICS2562,8
798,250,160,ICS2121,9
799,250,161,ICS1113,5
800,250,161,ICS2523,6
801,250,161,ICS2613,7
802,250,161,ICS2122,8
803,250,161,ICS2121,9
804,250,162,ICS1113,5
805,250,162,ICS2523,6
806,250,162,ICS2123,7
807,250,162,ICS2562,8
808,250,162,ICS2121,9
809,250,163,ICS1113,5
810,250,163,ICS2523,6
811,250,163,ICS2123,7
812,250,163,ICS2122,8
813,250,163,ICS2121,9
814,250,164,ICS1113,5
815,250,164,ICS2523,6
816,250,164,ICS2813,7
817,250,164,ICS2562,8
818,250,164,ICS2121,9
819,250,165,ICS1113,5
820,250,165,ICS2523,6
821,250,165,ICS2813,7
822,250,165,ICS2122,8
823,250,165,ICS2121,9
824,258,166,ICS1113,5
825,258,166,ICS2123,6
826,258,166,ICS2562,7
827,258,166,ICS2813,8
828,258,166,ICS2121,9
829,258,166,ICS2122,10
830,258,167,ICS1113,5
831,258,167,ICS2123,6
832,258,167,ICS2562,7
833,258,167,ICS2813,8
834,258,167,ICS2613,9
835,258,167,ICS2122,10
836,258,168,ICS1113,5
837,258,168,ICS2523,6
838,258,168,ICS2562,7
839,258,168,ICS2813,8
840,258,168,ICS2121,9
841,258,168,ICS2122,10
842,258,169,ICS1113,5
843,258,169,ICS2523,6
844,258,169,ICS2562,7
845,258,169,ICS2813,8
846,258,169,ICS2613,9
847,258,169,ICS2122,10
848,262,170,ICS1113,5
849,262,170,ICS2562,6
850,262,170,ICS2123,7
851,262,170,ICS2613,8
852,262,170,ICS2813,9
853,262,171,ICS1113,5
854,262,171,ICS2562,6
855,262,171,ICS2123,7
856,262,171,ICS2613,8
857,262,171,ICS2121,9
858,262,172,ICS1113,5
859,262,172,ICS2562,6
860,262,172,ICS2123,7
861,262,172,ICS2613,8
862,262,172,ICS2122,9
863,262,173,ICS1113,5
864,262,173,ICS2523,6
865,262,173,ICS2123,7
866,262,173,ICS2613,8
867,262,173,ICS2813,9
868,262,174,ICS1113,5
869,262,174,ICS2523,6
870,262,174,ICS2123,7
871,262,174,ICS2613,8
872,262,174,ICS2121,9
873,262,175,ICS1113,5
874,262,175,ICS2523,6
875,262,175,ICS2123,7
876,262,175,ICS2613,8
877,262,175,ICS2122,9
878,266,176,ICS1113,4
879,266,176,ICS2123,5
880,266,176,ICS2523,6
881,266,176,ICS2562,7
882,266,176,ICS2613,8
883,266,176,ICS2813,9
884,266,177,ICS1113,4
885,266,177,ICS2123,5
886,266,177,ICS2523,6
887,266,177,ICS2562,7
888,266,177,ICS2122,8
889,266,177,ICS2813,9
890,266,178,ICS1113,4
891,266,178,ICS2123,5
892,266,178,ICS2121,6
893,266,178,ICS2562,7
894,266,178,ICS2613,8
895,266,178,ICS2813,9
896,266,179,ICS1113,4
897,266,179,ICS2123,5
898,266,179,ICS2121,6
899,266,179,ICS2562,7
900,266,179,ICS2122,8
901,266,179,ICS2813,9
902,268,180,ICS1113,5
903,268,180,ICS2562,6
904,268,180,ICS2123,7
905,268,180,ICS2613,9
906,268,180,ICS2121,10
907,268,181,ICS1113,5
908,268,181,ICS2562,6
909,268,181,ICS2123,7
910,268,181,ICS2813,9
911,268,181,ICS2121,10
912,268,182,ICS1113,5
913,268,182,ICS2562,6
914,268,182,ICS2123,7
915,268,182,ICS2122,9
916,268,182,ICS2121,10
917,268,183,ICS2523,5
918,268,183,ICS2562,6
919,268,183,ICS2123,7
920,268,183,ICS2613,9
921,268,183,ICS2121,10
922,268,184,ICS2523,5
923,268,184,ICS2562,6
924,268,184,ICS2123,7
925,268,184,ICS2813,9
926,268,184,ICS2121,10
927,268,185,ICS2523,5
928,268,185,ICS2562,6
929,268,185,ICS2123,7
930,268,185,ICS2122,9
931,268,185,ICS2121,10
932,282,186,ICS1113,4
933,282,186,ICS2523,5
934,282,186,ICS2123,6
935,282,186,ICS2121,7
936,282,186,ICS2613,8
937,282,186,ICS2122,9
938,282,187,ICS1113,4
939,282,187,ICS2523,5
940,282,187,ICS2123,6
941,282,187,ICS2121,7
942,282,187,ICS2562,8
943,282,187,ICS2122,9
944,282,188,ICS1113,4
945,282,188,ICS2523,5
946,282,188,ICS2123,6
947,282,188,ICS2121,7
948,282,188,ICS2813,8
949,282,188,ICS2122,9
950,289,189,ICS1113,6
951,289,189,ICS2523,7
952,289,189,ICS2562,8
953,289,189,ICS2813,9
954,289,189,ICS2121,10
955,289,190,ICS1113,6
956,289,190,ICS2523,7
957,289,190,ICS2562,8
958,289,190,ICS2813,9
959,289,190,ICS2613,10
960,289,191,ICS1113,6
961,289,191,ICS2523,7
962,289,191,ICS2562,8
963,289,191,ICS2813,9
964,289,191,ICS2122,10
965,289,192,ICS1113,6
966,289,192,ICS2523,7
967,289,192,ICS2123,8
968,289,192,ICS2813,9
969,289,192,ICS2121,10
970,289,193,ICS1113,6
971,289,193,ICS2523,7
972,289,193,ICS2123,8
973,289,193,ICS2813,9
974,289,193,ICS2613,10
975,289,194,ICS1113,6
976,289,194,ICS2523,7
977,289,194,ICS2123,8
978,289,194,ICS2813,9
979,289,194,ICS2122,10
980,303,195,ICS1113,6
981,303,195,ICS2523,7
982,303,195,ICS2123,8
983,303,195,ICS2613,9
984,303,195,ICS2121,10
985,303,195,ICS2813,11
986,303,196,ICS1113,6
987,303,196,ICS2523,7
988,303,196,ICS2123,8
989,303,196,ICS2613,9
990,303,196,ICS2122,10
991,303,196,ICS2813,11
992,303,197,ICS1113,6
993,303,197,ICS2523,7
